Length of reads: 28
Number of mismatches: 5
Minimum weight: 5
111101	5
111011	5
110111	5
101111	5
1111001	5
1110101	5
1101101	5
1110011	5
1101011	5
1011011	5
1100111	5
1010111	5
1001111	5
11110001	5
11101001	5
10111001	5
11100101	5
11010101	5
10110101	5
11001101	5
10101101	5
10011101	5
11100011	5
11010011	5
10110011	5
11001011	5
10101011	5
11000111	5
10100111	5
10010111	5
10001111	5
110110001	5
101110001	5
111001001	5
110101001	5
101011001	5
100111001	5
111000101	5
110100101	5
101100101	5
110010101	5
100110101	5
110001101	5
101001101	5
100011101	5
111000011	5
110100011	5
101100011	5
101010011	5
110001011	5
101001011	5
100101011	5
100011011	5
110000111	5
101000111	5
100100111	5
1110100001	5
1110010001	5
1101010001	5
1011010001	5
1010110001	5
1001110001	5
1100101001	5
1001101001	5
1010011001	5
1001011001	5
1000111001	5
1110000101	5
1011000101	5
1001100101	5
1100010101	5
1000110101	5
1100001101	5
1010001101	5
1000101101	5
1101000011	5
1011000011	5
1100100011	5
1010100011	5
1100010011	5
1001010011	5
1100001011	5
1000101011	5
1010000111	5
1000100111	5
1000010111	5
11010010001	5
10101010001	5
10010110001	5
11000101001	5
10001101001	5
10100011001	5
10101000101	5
10011000101	5
11000010101	5
10100010101	5
10001010101	5
10101000011	5
10010100011	5
10001001011	5
11000010000011	5
11000001000011	5
101010001000001	5
100010101000001	5
101010000010001	5
100000101010001	5
101000100000101	5
101000001000101	5
100010000010101	5
100000100010101	5
110100000000011	5
110010000000011	5
110001000000011	5
110000100000011	5
110000001000011	5
110000000100011	5
110000000010011	5
110000000001011	5
1001001000001001	5
1001000001001001	5
1011000000000101	5
1010010000000101	5
1010001000000101	5
1010000100000101	5
1010000010000101	5
1010000001000101	5
1010000000100101	5
1010000000001101	5
1100000100000011	5
1100000010000011	5
10001010000010001	5
10100000001010001	5
10001000001010001	5
10100010000000101	5
10001010000000101	5
10100000001000101	5
1001000001001000001	5
1001000001000001001	5
1000001001000001001	5
