Length of reads: 49
Number of mismatches: 5
Minimum weight: 11
1111101111011	11
1111110110111	11
1101111011111	11
1110110111111	11
111011110010111	11
111010011110111	11
111110110001111	11
111100011011111	11
1111101010110011	11
1101111100011011	11
1111010001111011	11
1101100011111011	11
1111011011000111	11
1101111000101111	11
1110001101101111	11
1100110101011111	11
11101001110100111	11
11100101110010111	11
111010011101001101	11
111010011010011101	11
110100111010011101	11
101110010111001011	11
111010011100100111	11
111010011010100111	11
111010100110100111	11
111010001110100111	11
111001011100010111	11
101110010110010111	11
111001010110010111	11
111001001110010111	11
101100101110010111	11
111001011001010111	11
1110010111001001011	11
1110100110010100111	11
1110100100110100111	11
1101001001110100111	11
1110010110010010111	11
1110010100110010111	11
111100100010001000000001111	11
111101000000100010000001111	11
111100100001000001000001111	11
111100000100000100001001111	11
111100000000100010001001111	11
111100000010001000000101111	11
1111001000100000000001111001	11
1111001000000000010001111001	11
1110101001000000000001110101	11
1110101000000010000001110101	11
1101101000001000000001101101	11
1101101000000000100001101101	11
1111010000000000001000111101	11
1101011001000000000001101011	11
1101011000000000001001101011	11
1011011000010000000001011011	11
1011011000000001000001011011	11
1110110100000000000000111011	11
1110110000100000000000111011	11
1110110000000100000000111011	11
1110110000000001000000111011	11
1110110000000000100000111011	11
1010111000000100000001010111	11
1010111000000000001001010111	11
1101110000010000000000110111	11
1101110000001000000000110111	11
1101110000000010000000110111	11
1101110000000000010000110111	11
1101110000000000000010110111	11
1001111000100000000001001111	11
1001111000000000010001001111	11
1011110001000000000000101111	11
11110001000100000000011110001	11
11110001000000100000011110001	11
11110001000000000010011110001	11
10111001010000000000010111001	11
10111001000000010000010111001	11
11100101000100000000011100101	11
11100101000000000001011100101	11
11010101000001000000011010101	11
11010101000000100000011010101	11
11001101000000100000011001101	11
11001101000000010000011001101	11
10011101000001000000010011101	11
10011101000000000001010011101	11
10110011000001000000010110011	11
10110011000000100000010110011	11
10101011000000100000010101011	11
10101011000000010000010101011	11
10100111010000000000010100111	11
10100111000000000100010100111	11
10001111001000000000010001111	11
10001111000000100000010001111	11
10001111000000000100010001111	11
101010001000001010100010000010101	11
101010000010001010100000100010101	11
1101000100000001101000100000001101	11
1011000000010001011000000010001011	11
10100010000010101000100000101010001	11
10001010100000100010101000001000101	11
11000010000011000010000011000010000011	11
11000001000011000001000011000001000011	11
